order_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2494215,0,37,0,21,6.0
1735841,0,39,1,14,9.0
2206298,0,1,2,10,-10.0
2350280,0,10,6,15,7.0
2805804,0,36,1,18,1.0
790520,0,46,0,11,8.0
1997419,1,48,3,15,15.0
1688088,0,2,5,10,30.0
1075182,0,11,1,18,30.0
1331949,0,14,1,11,7.0
161291,0,21,5,12,7.0
792412,0,27,5,8,8.0
1212971,0,28,4,12,6.0
125509,0,2,5,14,2.0
416622,0,9,2,14,2.0
1443309,0,23,3,12,2.0
1476921,0,38,3,11,5.0
390737,0,5,1,15,9.0
3338150,0,12,6,9,27.0
624621,0,5,0,9,8.0
2884342,0,3,5,7,9.0
650659,0,7,6,12,23.0
1957826,1,4,0,16,4.0
1483575,0,5,0,15,30.0
2312811,0,11,4,17,11.0
487816,0,15,4,11,27.0
2538814,0,21,3,9,12.0
2164902,0,7,1,11,10.0
3086845,0,10,1,9,7.0
1427355,0,13,0,22,7.0
2975106,0,36,1,13,7.0
2850043,0,45,0,10,7.0
529823,0,50,0,10,7.0
3170646,0,13,4,20,9.0
2424619,0,26,1,15,4.0
3079638,1,32,4,10,28.0
3260177,0,3,2,10,1.0
3324451,0,11,4,10,8.0
82801,0,16,5,11,4.0
1261502,0,22,4,14,1.0
1131053,0,7,3,8,3.0
1870014,0,10,5,16,6.0
3230355,0,4,3,17,10.0
752123,0,9,1,15,30.0
15854,0,7,6,7,3.0
624562,0,20,0,21,10.0
3184861,0,1,1,11,-10.0
1991592,0,22,3,11,2.0
3055476,0,3,6,21,14.0
2043592,0,10,5,22,6.0
3261761,0,11,2,19,6.0
44500,0,19,4,19,3.0
3361797,0,26,1,11,5.0
2723662,0,29,2,18,4.0
1477990,0,32,1,12,5.0
3101688,0,70,1,12,3.0
374683,0,71,2,9,8.0
857279,0,6,5,7,19.0
2576390,0,19,2,13,6.0
1283142,0,3,5,13,11.0
283482,0,28,2,11,6.0
1447000,0,45,5,12,3.0
2663161,0,51,3,13,16.0
1409854,2,9,3,14,30.0
437125,0,3,1,8,21.0
682320,0,17,0,12,8.0
1171683,0,4,4,11,19.0
2811946,0,4,0,19,1.0
1494484,0,6,2,10,6.0
2362695,0,20,4,17,3.0
2965758,2,21,6,17,1.0
1250894,0,13,6,18,2.0
2598778,0,19,6,19,7.0
3022510,0,22,6,16,7.0
2308637,0,3,1,10,30.0
3213552,0,14,0,21,4.0
3095650,0,16,4,22,10.0
688093,0,24,2,11,6.0
2789945,0,2,1,15,0.0
2896185,0,7,2,9,12.0
755364,0,5,5,7,4.0
2481273,0,13,3,18,8.0
2940722,0,16,2,10,13.0
517814,0,6,0,14,4.0
447040,0,12,6,20,2.0
483939,0,3,0,15,13.0
698243,0,2,5,20,2.0
1074320,0,8,3,15,30.0
841411,0,7,0,7,12.0
678471,0,5,6,14,7.0
2567509,0,9,4,8,3.0
820408,2,4,2,12,10.0
980987,0,5,2,12,5.0
508519,0,33,4,9,9.0
526859,0,34,0,8,3.0
3002067,0,5,1,10,6.0
842815,0,1,2,8,-10.0
1434085,0,12,0,15,2.0
2051164,0,22,3,21,2.0
2095126,0,28,3,21,2.0
2499677,0,48,2,22,9.0
776184,0,50,0,10,6.0
2235428,0,10,2,11,6.0
3400209,0,19,2,15,1.0
433291,0,37,1,11,4.0
163792,0,43,1,10,3.0
1635923,0,44,1,18,0.0
2815571,0,14,4,15,10.0
2726727,0,10,5,7,6.0
1222388,0,16,5,7,6.0
3199878,0,36,2,7,3.0
1367789,0,48,1,13,2.0
2254079,0,63,6,17,0.0
1423846,0,88,3,18,0.0
2522102,0,11,0,16,9.0
2232976,0,12,5,19,12.0
2302996,0,3,0,11,6.0
1272844,0,9,3,15,7.0
1387522,2,8,6,15,30.0
1579029,0,1,3,23,-10.0
2597828,0,3,1,19,2.0
1562363,0,8,6,14,6.0
948851,0,2,0,10,2.0
1491089,0,7,1,17,7.0
47015,0,21,1,1,6.0
1721671,0,6,2,11,16.0
24089,0,2,1,20,19.0
1704504,0,23,2,14,3.0
1806885,0,24,3,8,8.0
525958,0,29,2,16,18.0
280631,0,8,1,10,12.0
2405471,0,3,6,13,6.0
2652750,0,6,0,23,16.0
2108018,0,56,4,8,0.0
645169,0,1,4,21,-10.0
1183574,0,11,4,18,5.0
736068,0,2,3,22,4.0
349999,1,12,2,9,8.0
5334,0,1,5,12,-10.0
1196102,0,2,0,13,4.0
2200851,0,3,1,9,27.0
2153985,0,13,1,17,3.0
632710,1,9,0,17,9.0
644606,0,7,6,17,7.0
2827197,0,16,4,15,6.0
745941,0,5,2,17,5.0
189940,0,20,4,3,11.0
1423618,0,1,3,10,-10.0
682422,0,10,3,18,1.0
881656,0,19,3,0,6.0
792628,0,5,1,8,8.0
3013635,0,15,0,16,4.0
1365618,0,43,1,17,3.0
3240459,0,9,1,12,10.0
1708446,0,25,5,19,18.0
1087344,2,38,4,21,10.0
1223271,0,5,3,14,3.0
1923882,0,9,3,10,10.0
2119501,0,12,5,13,2.0
2715422,0,21,3,11,3.0
1723425,0,30,4,10,4.0
2361739,0,7,6,20,3.0
691994,0,27,6,14,9.0
985894,0,9,0,21,5.0
781298,0,14,0,12,6.0
1835396,0,7,2,10,8.0
1206192,0,12,3,17,7.0
2230680,0,13,1,17,5.0
245351,0,7,5,15,9.0
2005552,0,39,0,21,2.0
1759726,0,4,4,14,4.0
2919094,0,28,6,10,1.0
2256878,0,39,3,15,5.0
673215,0,4,0,16,30.0
2569654,0,8,6,12,0.0
374010,0,9,2,7,30.0
770039,0,11,5,8,4.0
3049125,0,18,5,8,7.0
439786,0,50,5,9,7.0
1631472,0,5,3,17,9.0
2012443,0,23,3,18,4.0
1487997,1,25,0,14,9.0
2501965,0,2,1,18,30.0
808443,0,6,6,15,14.0
1421181,0,8,6,9,12.0
3144387,0,10,6,9,14.0
1382414,0,6,0,17,30.0
3264020,0,8,3,14,2.0
2192058,0,23,4,9,8.0
1703870,0,34,1,11,17.0
1829833,0,42,1,8,7.0
2442566,0,35,2,14,7.0
380329,0,4,5,7,30.0
1985322,0,1,0,7,-10.0
2407163,0,8,2,11,11.0
2099458,0,16,2,8,7.0
2289141,0,23,3,16,1.0
1835056,0,27,1,13,5.0
1148672,0,29,1,12,7.0
234827,0,32,2,13,22.0
3012148,2,4,6,14,11.0
1956947,0,8,1,12,14.0
1323013,0,9,1,7,6.0
1498119,0,1,3,11,-10.0
1256073,0,10,5,15,1.0
1578533,0,14,6,10,10.0
3295296,0,5,5,12,17.0
1865546,0,3,1,21,4.0
2836669,1,19,0,8,28.0
797193,0,6,6,17,3.0
702925,0,17,2,15,10.0
242216,0,24,1,14,10.0
768172,0,11,0,7,9.0
2325327,0,30,1,9,6.0
3265044,0,38,1,10,6.0
2497108,0,46,6,7,6.0
141236,0,1,5,14,-10.0
139161,0,7,2,17,30.0
3066059,0,1,5,14,-10.0
117274,0,14,0,9,9.0
2686028,0,5,0,17,30.0
1918013,0,5,2,13,15.0
2838558,0,12,4,10,28.0
2307833,0,1,4,15,-10.0
2078494,0,8,6,11,1.0
3136542,0,9,1,10,14.0
2016825,0,15,2,8,1.0
1022764,0,19,2,9,1.0
1811291,0,20,4,12,2.0
1279840,0,38,5,10,3.0
2662511,0,13,5,20,13.0
2287697,0,5,0,11,30.0
2752339,0,15,1,17,1.0
1991559,0,15,5,12,23.0
2983188,0,1,1,9,-10.0
2400621,0,18,4,9,2.0
434274,0,22,3,8,5.0
830612,0,40,3,8,4.0
7948,0,82,5,15,7.0
1226439,0,3,1,8,5.0
3315793,0,39,1,8,4.0
2742903,0,56,1,8,7.0
3395921,0,2,6,6,4.0
813623,0,7,1,15,20.0
2953678,0,12,0,16,21.0
1836741,0,4,1,8,17.0
2156856,0,6,5,9,5.0
1114408,0,3,2,15,10.0
355994,0,5,5,12,7.0
450056,0,19,6,11,28.0
1774284,0,46,0,16,1.0
1648173,0,1,5,10,-10.0
476147,0,7,6,13,3.0
382739,0,10,6,14,7.0
1816885,0,21,1,2,17.0
289668,0,25,1,13,2.0
2040316,0,1,4,12,-10.0
2831791,0,8,5,23,5.0
2968909,0,2,0,14,30.0
604663,0,6,1,15,10.0
1739370,0,14,6,12,6.0
2371191,0,26,2,17,10.0
1399409,0,23,6,18,11.0
1427364,0,14,4,21,12.0
92502,0,16,0,17,5.0
2303299,1,40,0,18,5.0
1797847,0,21,4,21,11.0
1671184,0,7,4,22,6.0
838308,0,17,1,12,15.0
304045,0,7,2,15,30.0
2172583,0,8,2,13,30.0
1167994,0,12,3,10,15.0
1722913,0,3,1,21,30.0
1659143,0,23,5,16,16.0
3065882,0,6,3,9,15.0
2882586,0,11,4,9,13.0
3202517,0,6,0,9,8.0
505263,1,10,4,10,30.0
84031,0,4,2,15,8.0
2840115,0,43,6,14,11.0
2619930,0,15,3,6,7.0
2787156,0,22,3,9,5.0
2001650,0,46,2,7,4.0
436285,0,4,5,19,30.0
2748299,0,8,5,10,9.0
2482332,0,23,6,13,17.0
2532588,0,11,5,9,20.0
2050743,0,1,2,10,-10.0
982282,0,18,2,14,8.0
2075588,0,3,0,12,8.0
1264963,0,15,2,11,15.0
434926,0,2,5,12,30.0
2388280,0,17,0,20,7.0
1374669,0,4,6,12,17.0
412570,0,4,6,9,7.0
2358049,0,7,0,15,22.0
3085871,0,1,6,19,-10.0
1081384,0,21,5,10,3.0
2068834,0,31,3,9,4.0
3073567,0,1,5,13,-10.0
3312631,0,8,0,17,12.0
1743030,0,41,1,14,3.0
2288611,0,44,1,15,2.0
1133538,0,55,1,15,2.0
725094,0,75,3,17,2.0
2163861,0,4,1,11,10.0
35348,0,19,0,8,5.0
2863093,0,29,4,11,4.0
1036489,2,7,1,16,30.0
1097391,0,7,0,10,6.0
2831191,0,29,0,11,6.0
405145,0,4,0,15,4.0
1258318,0,30,5,10,5.0
2682017,0,39,6,7,10.0
1610112,0,9,2,19,1.0
3143134,0,15,1,19,4.0
2639673,0,49,3,15,15.0
1260260,0,4,0,14,2.0
2973849,0,6,3,15,3.0
6727,0,26,4,8,4.0
1350679,0,36,0,17,7.0
3076670,0,53,3,18,13.0
1424931,0,55,1,14,5.0
136310,2,6,1,10,30.0
149465,0,15,4,13,8.0
3012570,2,4,5,17,20.0
1248095,0,7,6,0,14.0
890302,0,1,5,18,-10.0
1261678,0,2,1,9,5.0
2096607,0,1,4,17,-10.0
2046737,0,7,2,12,4.0
1793292,0,8,6,12,18.0
1042847,2,16,1,12,30.0
1118603,0,1,4,11,-10.0
3257630,0,2,5,6,30.0
2736592,0,3,0,19,30.0
2399133,0,5,4,10,8.0
3167783,0,15,2,18,3.0
665269,0,24,2,18,4.0
173394,0,52,0,14,2.0
2723616,0,2,0,1,17.0
2701726,0,10,3,23,12.0
864570,0,3,2,11,7.0
1656886,0,6,2,14,1.0
2023728,0,38,3,11,5.0
1453305,0,39,5,15,2.0
2666695,0,5,3,14,13.0
3361122,0,7,0,11,30.0
3158154,0,5,6,14,13.0
2803756,0,8,1,12,6.0
1191411,0,16,6,12,6.0
3226955,0,55,1,9,4.0
666651,0,1,0,14,-10.0
3156578,0,14,2,20,14.0
1943879,0,10,2,19,11.0
481330,0,17,6,16,5.0
2301362,0,26,1,16,11.0
1806603,0,11,0,19,3.0
2565292,0,28,5,10,3.0
286009,0,32,3,19,1.0
1078378,0,45,1,19,1.0
411006,0,69,5,9,2.0
1188390,0,77,5,8,5.0
2694967,0,78,1,22,3.0
1097177,0,3,4,16,30.0
2790833,2,9,5,9,17.0
3062354,0,2,1,17,22.0
1565968,2,6,6,16,8.0
2170515,0,12,5,19,5.0
1221278,0,20,6,16,6.0
2742281,0,23,0,14,21.0
1658261,0,5,1,17,23.0
3412146,0,12,1,13,30.0
3084704,0,13,1,15,2.0
976739,0,14,4,20,3.0
2848745,0,6,6,18,1.0
287927,0,1,0,15,-10.0
1215658,0,50,1,9,7.0
1506587,0,58,1,9,5.0
2125792,0,4,2,17,27.0
522728,1,7,2,16,30.0
494531,0,13,3,16,2.0
259966,0,17,4,18,1.0
2045585,0,24,5,13,2.0
2299630,0,29,6,14,3.0
288893,0,41,4,14,7.0
187964,0,14,0,16,8.0
3036036,0,15,4,15,7.0
1938068,0,26,1,22,4.0
3161893,0,28,0,13,12.0
1036622,0,5,5,7,30.0
198795,0,5,4,13,15.0
435976,2,16,0,11,8.0
2740558,0,18,1,17,3.0
1625845,0,6,6,11,15.0
629428,0,4,3,8,30.0
1030005,0,1,0,20,-10.0
2210169,0,8,1,8,3.0
2162886,0,20,5,19,3.0
186502,0,26,1,14,5.0
579908,0,39,3,13,5.0
794114,0,45,3,13,4.0
1931571,0,50,0,13,5.0
1167331,0,54,5,10,7.0
668143,0,26,0,14,15.0
3209691,0,10,2,16,4.0
1578820,0,22,1,10,30.0
2766819,0,3,0,18,0.0
2888291,0,23,6,8,30.0
3418070,2,9,1,17,30.0
2567125,0,10,0,10,14.0
1698715,0,19,0,13,14.0
939694,2,21,0,20,14.0
2687347,0,2,0,16,29.0
1484521,0,9,1,13,18.0
5575,0,5,5,12,30.0
733374,0,2,6,14,13.0
2026304,0,7,6,16,5.0
3213585,0,13,4,19,5.0
3379986,0,6,1,15,30.0
3150184,0,9,3,15,2.0
3227559,0,20,5,11,8.0
1743183,1,24,5,17,7.0
825227,0,5,3,17,13.0
547290,0,4,2,10,5.0
1474532,0,25,1,16,21.0
1413615,0,30,5,14,15.0
549830,0,1,5,19,-10.0
2162915,0,2,5,9,11.0
3171860,0,1,0,14,-10.0
682777,0,8,1,14,8.0
3222153,0,9,6,16,12.0
415861,0,36,1,13,5.0
840265,0,11,1,12,0.0
147599,2,5,4,14,13.0
2282068,0,7,4,12,30.0
425978,0,8,6,10,2.0
1175995,0,10,6,16,4.0
493326,0,2,0,13,3.0
2560044,0,17,3,11,5.0
668431,0,12,6,16,8.0
889746,0,22,6,9,14.0
1856420,0,16,6,18,4.0
781332,0,8,5,16,4.0
2799678,0,3,1,18,17.0
2551737,0,5,2,14,4.0
2644204,0,10,4,16,8.0
3411692,0,2,4,20,1.0
1223154,2,8,6,10,0.0
3139450,0,7,2,17,9.0
746009,0,8,6,13,3.0
2772087,0,22,1,16,7.0
3339410,0,30,2,12,7.0
1210053,0,37,5,14,5.0
810723,0,34,6,11,8.0
2955282,0,50,3,19,8.0
396396,0,4,3,16,22.0
3284846,0,7,1,20,30.0
101526,0,2,3,10,30.0
1836004,0,6,6,14,5.0
1938838,0,3,3,11,14.0
213416,0,21,1,11,5.0
3085936,0,24,1,11,6.0
2226055,0,48,3,14,3.0
3319278,0,6,0,8,30.0
3143480,0,9,5,11,30.0
3176074,0,4,3,18,4.0
671761,0,7,4,7,16.0
3317117,0,11,3,18,2.0
2046940,0,1,6,10,-10.0
867998,2,10,0,18,30.0
2417804,0,4,4,20,6.0
236394,0,7,0,13,14.0
912671,0,11,6,9,30.0
2689691,0,6,5,22,13.0
1177067,0,3,2,10,6.0
1581377,0,1,3,20,-10.0
2986757,0,4,2,15,30.0
128778,0,37,4,15,8.0
2329243,0,50,5,14,2.0
832226,1,4,1,8,30.0
2465064,2,12,0,8,13.0
1860420,0,1,1,7,-10.0
2398271,0,18,3,14,6.0
2513114,0,48,2,14,7.0
2567951,0,14,2,19,27.0
844779,0,62,0,20,7.0
1513501,0,10,1,17,14.0
606081,0,1,0,9,-10.0
2885274,0,1,3,12,-10.0
2681415,0,5,3,17,7.0
769259,0,1,4,11,-10.0
2230045,0,17,5,17,3.0
619210,0,30,6,10,5.0
2955429,0,61,5,11,2.0
288438,0,70,0,14,1.0
2777697,0,79,3,11,3.0
2319337,0,80,0,9,4.0
2215674,0,3,5,18,12.0
2611928,0,2,2,7,15.0
1425673,0,4,6,19,30.0
1104428,0,4,1,18,8.0
1363203,0,6,0,17,16.0
2590905,0,60,4,19,5.0
1971708,0,2,4,10,30.0
2542733,0,16,0,12,15.0
104578,0,2,0,20,7.0
289,0,14,0,8,7.0
2708951,0,46,3,17,4.0
2752887,0,6,3,15,4.0
566446,0,11,0,15,6.0
118896,0,13,3,11,3.0
1308868,1,17,0,13,7.0
3219515,0,3,3,19,2.0
3251665,0,7,2,16,4.0
720294,0,23,3,18,3.0
1736210,0,50,2,17,4.0
1696538,0,52,5,13,3.0
2768647,0,56,1,9,4.0
3364992,0,57,3,15,2.0
2950141,0,65,3,13,2.0
1567768,0,73,3,16,1.0
2397266,0,90,6,8,5.0
3135311,0,7,3,13,2.0
268528,0,9,0,17,4.0
472590,0,15,6,23,6.0
168737,0,5,6,15,7.0
1038981,0,18,6,17,2.0
2468147,0,20,5,16,6.0
2247672,0,5,4,11,12.0
733127,0,25,4,11,15.0
3200028,2,27,5,10,15.0
891003,0,11,0,15,18.0
3206448,0,17,2,20,15.0
474877,0,25,6,0,7.0
1078344,0,9,5,14,6.0
2539915,2,20,6,13,2.0
371578,0,5,4,10,14.0
3113813,0,30,5,19,3.0
1046869,0,34,5,19,8.0
401143,0,35,5,19,7.0
269378,0,21,3,20,2.0
240462,0,17,6,13,7.0
2022036,0,19,6,15,14.0
1558536,0,34,5,19,9.0
3076722,0,1,6,9,-10.0
2156432,0,2,3,9,4.0
1709567,0,21,5,21,7.0
1452186,0,31,5,8,4.0
330919,0,36,5,12,7.0
527012,0,37,5,19,7.0
209278,0,43,5,16,8.0
939133,0,3,0,18,29.0
1916826,0,1,2,17,-10.0
1040552,0,4,0,18,5.0
2338622,0,21,5,20,4.0
2708634,0,28,3,13,3.0
1113318,0,4,5,10,30.0
1666433,0,5,2,9,4.0
3371075,0,41,1,10,12.0
2256127,0,1,1,7,-10.0
2906085,2,7,0,8,10.0
642407,0,5,0,11,30.0
675150,0,4,2,12,9.0
425973,0,5,0,16,13.0
1494359,0,14,3,14,2.0
281734,0,24,2,12,1.0
1812923,0,26,1,11,6.0
3073396,0,35,5,10,9.0
264557,0,11,1,8,19.0
2110981,0,3,0,17,12.0
540833,0,18,2,12,6.0
3199942,0,27,2,13,4.0
802132,2,26,3,14,7.0
2846960,0,2,5,15,17.0
1343444,0,16,4,11,15.0
1772180,0,8,0,12,7.0
2712645,0,14,3,7,10.0
525786,0,18,3,19,10.0
1571785,2,24,6,10,10.0
1377632,0,2,0,10,14.0
1001562,0,6,0,12,30.0
535924,0,12,6,23,13.0
2294714,0,1,1,18,-10.0
2343499,0,3,1,12,28.0
1793449,0,1,0,13,-10.0
1723166,0,13,3,19,1.0
2775633,0,16,2,22,29.0
1271986,0,20,2,23,5.0
201369,0,13,4,9,6.0
2094393,0,44,2,9,14.0
3244413,0,3,6,16,6.0
2071209,0,6,6,7,7.0
2372059,0,4,2,7,18.0
2824877,0,7,1,15,11.0
2111665,0,31,2,16,24.0
2005308,0,6,6,19,12.0
1853685,0,11,0,12,21.0
2820131,0,24,0,15,7.0
2021562,0,13,5,12,18.0
1585976,0,18,0,19,9.0
964805,0,31,0,22,6.0
2846418,0,33,1,21,6.0
182280,0,26,6,8,2.0
3383806,0,31,1,15,6.0
2347827,0,49,1,9,4.0
2375550,0,20,0,10,5.0
2472467,0,5,0,22,7.0
1882950,0,7,0,16,0.0
157657,1,7,1,10,1.0
1380736,0,4,2,10,8.0
1673291,0,8,2,16,15.0
466142,0,1,1,12,-10.0
3133120,0,2,1,16,13.0
1442505,0,8,0,15,30.0
328998,0,2,1,20,4.0
932668,0,5,2,19,7.0
764548,1,19,2,13,20.0
308208,0,2,3,16,5.0
2240006,0,5,4,15,3.0
1502518,0,8,4,18,7.0
2178974,0,14,4,9,3.0
1097053,0,62,1,14,1.0
2135047,0,78,1,23,4.0
2724175,0,2,2,18,18.0
769817,0,1,2,22,-10.0
1041283,0,4,0,9,15.0
1388809,0,15,0,15,16.0
1332601,2,21,1,11,26.0
2205564,0,6,0,13,16.0
269289,0,8,1,9,30.0
1121498,0,1,3,13,-10.0
2518887,1,21,4,8,30.0
1518255,0,17,2,9,5.0
2387798,0,18,3,10,8.0
671767,0,22,4,9,5.0
1881860,0,25,2,16,2.0
1563280,0,2,6,14,5.0
2773816,0,11,3,13,2.0
2718676,0,33,1,13,3.0
2546605,0,4,2,20,19.0
3412251,0,9,3,18,9.0
1967458,0,16,3,15,2.0
563108,0,18,6,20,8.0
327196,0,23,3,5,12.0
79033,0,7,2,11,29.0
2558817,0,14,5,18,10.0
2257341,0,13,6,17,2.0
397321,0,30,6,13,7.0
2022438,0,4,0,17,16.0
2931308,0,1,6,14,-10.0
1944062,0,20,0,12,1.0
2248080,0,15,6,10,21.0
2215006,0,23,2,20,3.0
1033765,2,29,0,15,5.0
3202512,0,9,2,19,5.0
1232469,0,4,2,10,10.0
3359508,0,13,4,11,1.0
1551097,0,24,3,10,3.0
142455,0,43,2,10,8.0
3176238,0,60,4,18,7.0
2528156,0,3,3,16,4.0
1434310,0,4,5,18,9.0
365355,0,28,6,10,3.0
133645,0,31,3,12,5.0
2199936,0,45,0,17,4.0
301647,0,2,4,8,16.0
1427848,0,11,1,19,30.0
224990,0,3,0,7,3.0
1457754,0,7,2,6,30.0
1800386,0,14,0,14,3.0
1717367,0,9,2,12,8.0
2011147,0,1,5,12,-10.0
490009,2,6,4,19,3.0
1937173,0,49,2,14,4.0
2678562,0,71,1,8,6.0
2848324,0,2,4,10,22.0
2541399,0,6,0,15,6.0
2729661,0,3,4,8,10.0
875707,2,12,4,18,9.0
46196,0,2,5,16,30.0
940837,0,4,6,7,6.0
3125383,0,2,6,9,30.0
613449,2,5,2,17,30.0
2358966,0,21,6,17,1.0
616965,0,52,0,15,2.0
3031588,0,70,3,13,1.0
2066820,1,75,1,12,4.0
2160946,0,6,6,13,24.0
1809118,0,3,1,17,13.0
3060055,0,14,0,11,8.0
1734414,0,32,4,10,1.0
3133533,0,34,1,15,6.0
3276885,0,1,0,9,-10.0
3115633,0,2,0,17,7.0
559583,0,6,1,8,22.0
1081164,0,1,3,11,-10.0
11049,0,15,6,17,30.0
2054790,0,14,3,9,4.0
2689481,0,43,3,15,2.0
3219677,0,5,1,15,30.0
340077,0,6,1,16,7.0
3024846,0,2,5,11,4.0
202870,0,4,0,11,8.0
1918791,0,2,4,12,4.0
402644,0,5,5,9,30.0
376039,0,23,1,11,7.0
356250,0,32,5,18,3.0
2633356,1,12,1,10,13.0
390038,0,1,2,7,-10.0
1596552,0,4,3,8,11.0
2234587,0,19,6,10,5.0
1947202,0,3,6,19,4.0
1815588,2,6,2,11,30.0
3374208,0,4,3,21,3.0
2985658,0,35,4,9,3.0
1018449,0,42,3,12,3.0
1706288,0,44,2,9,3.0
180213,0,83,0,21,1.0
440818,0,89,0,10,3.0
2759232,0,5,2,11,6.0
995787,0,39,3,20,1.0
409048,0,40,5,10,2.0
2723800,0,50,2,17,4.0
1300964,0,4,6,23,8.0
1494420,0,1,2,12,-10.0
1916971,0,13,3,17,5.0
2692737,0,3,1,13,20.0
756301,0,12,6,13,1.0
2290765,0,29,3,9,2.0
2149150,0,18,4,13,30.0
1113860,0,6,5,12,11.0
12751,0,22,0,12,9.0
3163425,0,7,1,9,7.0
1134575,0,16,2,9,8.0
3264000,0,22,5,14,18.0
691966,0,3,3,14,6.0
2524057,0,1,1,10,-10.0
2313629,0,5,4,9,30.0
2823969,0,14,1,21,13.0
40712,0,5,0,15,8.0
1713010,0,6,6,9,30.0
439513,0,7,0,11,30.0
3053335,0,7,5,15,8.0
3353268,0,12,5,18,2.0
757647,0,1,6,15,-10.0
1286445,0,2,2,19,24.0
3109230,0,6,1,12,8.0
2821627,0,8,0,17,13.0
762879,0,5,4,18,11.0
3409192,0,3,6,14,1.0
838996,0,5,1,12,15.0
2513921,0,1,0,14,-10.0
853366,0,7,5,13,14.0
160525,0,42,1,16,10.0
3185401,0,10,5,10,8.0
2693614,0,11,1,9,3.0
700739,0,25,1,0,7.0
2741569,0,7,5,19,11.0
1432822,0,33,6,16,1.0
545805,2,4,4,18,30.0
2738240,0,3,2,19,30.0
279547,0,1,5,9,-10.0
1147112,0,20,5,10,0.0
3331724,0,22,1,11,3.0
427678,0,34,5,11,0.0
1496990,0,37,3,10,2.0
2865634,0,65,3,11,1.0
1320786,0,98,4,12,1.0
2405333,1,4,2,15,30.0
1007796,0,16,2,17,6.0
820147,0,36,1,22,2.0
1765259,0,7,2,11,4.0
2153934,0,15,0,21,18.0
464239,0,30,3,16,4.0
970427,0,2,0,17,30.0
330644,0,1,4,21,-10.0
1272763,1,8,6,18,3.0
3263462,0,7,3,20,25.0
2781971,0,1,2,17,-10.0
1335870,0,15,0,23,21.0
3031917,0,25,0,16,18.0
1944803,0,2,5,0,1.0
2370380,0,14,5,16,4.0
645625,0,5,2,17,9.0
718844,0,14,0,14,9.0
1450019,0,9,2,20,18.0
2806395,0,11,5,12,14.0
1210349,0,4,0,14,2.0
2603803,0,17,0,15,3.0
56625,0,28,0,8,7.0
1837768,0,48,0,9,7.0
23337,0,13,4,14,11.0
2278124,0,14,0,14,3.0
1837662,0,15,2,15,2.0
1308389,0,24,4,16,13.0
1118855,0,27,3,12,30.0
563708,0,31,4,21,4.0
2435260,0,4,1,22,2.0
880623,0,7,6,10,30.0
2006291,0,2,3,20,12.0
3199686,0,9,6,15,21.0
3215276,0,14,6,9,0.0
2759555,1,16,2,16,7.0
451007,0,16,1,16,15.0
654874,0,17,1,16,0.0
1563465,0,19,5,12,22.0
668554,0,15,5,1,8.0
1805256,0,3,4,13,1.0
367388,0,30,1,13,7.0
3293445,0,13,3,17,4.0
2543665,0,12,1,17,10.0
3251599,0,22,0,14,8.0
810077,0,56,1,12,0.0
1055586,0,2,5,16,30.0
3067516,0,4,5,12,16.0
2825607,2,16,3,14,30.0
778976,0,52,6,7,3.0
1022981,0,76,6,9,2.0
577945,0,88,1,5,4.0
365070,0,1,3,11,-10.0
189485,0,12,2,16,6.0
1081113,0,17,3,11,1.0
3003628,0,5,6,22,24.0
258118,0,12,1,8,4.0
1568217,0,13,2,14,1.0
221859,0,19,4,9,2.0
817255,0,42,4,13,1.0
1820790,0,7,3,16,5.0
1326264,0,10,1,10,15.0
2020721,0,2,5,12,0.0
2081313,0,15,0,14,3.0
2271375,0,2,3,18,2.0
3195979,0,1,5,16,-10.0
1402998,0,7,3,9,28.0
493799,0,1,5,18,-10.0
2390593,0,18,5,15,17.0
370533,0,4,2,18,1.0
2105726,0,6,5,17,4.0
588085,0,11,0,16,2.0
1289429,0,8,5,12,30.0
607501,0,17,6,9,11.0
1965022,0,27,0,18,4.0
1168547,0,31,1,12,15.0
868669,0,2,1,8,4.0
2310782,0,12,2,15,12.0
2238166,0,29,3,11,5.0
2546858,0,34,5,9,0.0
2935830,0,26,0,9,8.0
246726,0,41,6,22,6.0
1860545,0,14,1,9,2.0
2442383,0,1,3,18,-10.0
2896758,0,4,1,16,14.0
240779,2,7,0,11,3.0
2691881,0,1,1,18,-10.0
3103948,0,17,0,12,8.0
828998,0,6,1,16,30.0
2573801,0,11,4,19,30.0
2657156,0,5,5,14,14.0
3248604,0,15,2,8,10.0
2238535,0,30,1,9,10.0
3283860,0,31,1,15,14.0
1801802,0,5,3,16,7.0
1713676,0,1,1,18,-10.0
1125376,0,5,6,10,7.0
2699036,0,5,6,15,7.0
49286,0,11,6,14,4.0
2047407,0,2,6,18,30.0
835433,0,12,2,10,30.0
3146904,0,12,0,11,7.0
806524,0,18,5,9,10.0
471952,0,24,5,12,6.0
1528681,2,7,0,13,30.0
96176,0,9,4,21,2.0
239313,0,34,0,14,6.0
854806,0,36,1,16,4.0
523762,0,72,6,18,2.0
798008,0,83,3,13,1.0
2979976,0,17,4,19,11.0
1395922,0,2,2,10,30.0
2255943,0,5,2,14,30.0
3162681,0,3,3,1,27.0
139093,0,6,6,11,20.0
454278,0,16,0,11,9.0
1804804,0,2,1,12,30.0
903582,0,14,6,21,6.0
