disp_id,client_id,account_id,disp_type
1636,1636,1349,0
1637,1637,1350,1
1638,1638,1351,1
1639,1639,1352,1
1640,1640,1353,1
1641,1641,1354,1
1642,1642,1355,1
1643,1643,1356,1
1644,1644,1357,1
1645,1645,1358,1
1646,1646,1359,1
1647,1647,1360,1
1648,1648,1361,1
1649,1649,1361,0
1650,1650,1362,1
1651,1651,1363,1
1653,1653,1365,1
1654,1654,1366,1
1655,1655,1367,1
1656,1656,1368,1
1657,1657,1369,1
1658,1658,1370,1
1659,1659,1371,1
1660,1660,1372,1
1661,1661,1373,1
1662,1662,1374,1
1663,1663,1375,1
1664,1664,1376,1
1665,1665,1376,0
1666,1666,1377,1
1667,1667,1377,0
1668,1668,1378,1
1669,1669,1379,1
1670,1670,1380,1
1671,1671,1381,1
1672,1672,1381,0
1673,1673,1382,1
1674,1674,1383,1
1675,1675,1384,1
1676,1676,1385,1
1677,1677,1385,0
1679,1679,1387,1
1680,1680,1388,1
1681,1681,1389,1
1682,1682,1390,1
1683,1683,1391,1
1684,1684,1391,0
1685,1685,1392,1
1686,1686,1393,1
1687,1687,1393,0
1688,1688,1394,1
1689,1689,1395,1
1690,1690,1396,1
1691,1691,1397,1
1692,1692,1398,1
1693,1693,1399,1
1694,1694,1399,0
1696,1696,1401,1
1697,1697,1402,1
1698,1698,1402,0
1699,1699,1403,1
1700,1700,1404,1
1701,1701,1404,0
1702,1702,1405,1
1703,1703,1406,1
1704,1704,1406,0
1705,1705,1407,1
1706,1706,1407,0
1707,1707,1408,1
1709,1709,1410,1
1710,1710,1411,1
1711,1711,1412,1
1712,1712,1412,0
1713,1713,1413,1
1714,1714,1414,1
1717,1717,1416,1
1718,1718,1417,1
1719,1719,1418,1
1720,1720,1419,1
1721,1721,1419,0
1722,1722,1420,1
1723,1723,1421,1
1724,1724,1422,1
1725,1725,1423,1
1726,1726,1423,0
1727,1727,1424,1
1728,1728,1424,0
1729,1729,1425,1
1730,1730,1426,1
1731,1731,1427,1
1733,1733,1429,1
1734,1734,1430,1
1735,1735,1430,0
1736,1736,1431,1
1737,1737,1432,1
1738,1738,1432,0
1741,1741,1434,1
1742,1742,1435,1
1743,1743,1436,1
1744,1744,1437,1
1745,1745,1438,1
1746,1746,1439,1
1747,1747,1439,0
1748,1748,1440,1
1749,1749,1441,1
1750,1750,1442,1
1751,1751,1443,1
1752,1752,1444,1
1753,1753,1445,1
1754,1754,1446,1
1755,1755,1447,1
1756,1756,1448,1
1757,1757,1448,0
1758,1758,1449,1
1759,1759,1450,1
1760,1760,1451,1
1761,1761,1452,1
1762,1762,1453,1
1763,1763,1454,1
1764,1764,1455,1
1765,1765,1456,1
1768,1768,1458,1
1769,1769,1459,1
1770,1770,1459,0
1771,1771,1460,1
1772,1772,1461,1
1774,1774,1463,1
1775,1775,1464,1
1776,1776,1465,1
1777,1777,1466,1
1778,1778,1466,0
1779,1779,1467,1
1780,1780,1468,1
1781,1781,1469,1
1782,1782,1470,1
1783,1783,1471,1
1784,1784,1472,1
1785,1785,1473,1
1786,1786,1474,1
1787,1787,1474,0
1788,1788,1475,1
1789,1789,1476,1
1790,1790,1477,1
1791,1791,1478,1
1792,1792,1479,1
1793,1793,1480,1
1794,1794,1481,1
1795,1795,1482,1
1796,1796,1483,1
1797,1797,1483,0
1798,1798,1484,1
1799,1799,1485,1
1800,1800,1486,1
1801,1801,1487,1
1802,1802,1487,0
1803,1803,1488,1
1806,1806,1490,1
1807,1807,1491,1
1808,1808,1491,0
1809,1809,1492,1
1810,1810,1493,1
1811,1811,1494,1
1812,1812,1495,1
1813,1813,1495,0
1814,1814,1496,1
1815,1815,1497,1
1816,1816,1498,1
1817,1817,1499,1
1818,1818,1499,0
1819,1819,1500,1
1820,1820,1501,1
1821,1821,1502,1
1822,1822,1503,1
1823,1823,1504,1
1824,1824,1505,1
1825,1825,1506,1
1826,1826,1507,1
1827,1827,1507,0
1828,1828,1508,1
1829,1829,1509,1
1830,1830,1510,1
1831,1831,1511,1
1832,1832,1512,1
1833,1833,1513,1
1834,1834,1514,1
1835,1835,1514,0
1836,1836,1515,1
1837,1837,1516,1
1838,1838,1516,0
1839,1839,1517,1
1840,1840,1517,0
1841,1841,1518,1
1842,1842,1519,1
1843,1843,1520,1
1844,1844,1521,1
1845,1845,1521,0
1846,1846,1522,1
1847,1847,1523,1
1848,1848,1524,1
1849,1849,1525,1
1850,1850,1526,1
1851,1851,1527,1
1852,1852,1528,1
1853,1853,1529,1
1854,1854,1530,1
1856,1856,1532,1
1857,1857,1532,0
1860,1860,1534,1
1861,1861,1535,1
1862,1862,1536,1
1863,1863,1537,1
1864,1864,1538,1
1865,1865,1538,0
1866,1866,1539,1
1867,1867,1540,1
1868,1868,1541,1
1869,1869,1542,1
1870,1870,1542,0
1871,1871,1543,1
1872,1872,1544,1
1873,1873,1544,0
1874,1874,1545,1
1875,1875,1546,1
1876,1876,1547,1
1877,1877,1548,1
1878,1878,1548,0
1879,1879,1549,1
1880,1880,1550,1
1881,1881,1551,1
1882,1882,1551,0
1883,1883,1552,1
1884,1884,1553,1
1885,1885,1554,1
1886,1886,1555,1
1887,1887,1556,1
1888,1888,1557,1
1889,1889,1558,1
1890,1890,1559,1
1891,1891,1560,1
1892,1892,1561,1
1893,1893,1561,0
1894,1894,1562,1
1895,1895,1563,1
1896,1896,1564,1
1897,1897,1565,1
1898,1898,1566,1
1899,1899,1567,1
1900,1900,1568,1
1901,1901,1568,0
1903,1903,1570,1
1904,1904,1571,1
1905,1905,1572,1
1906,1906,1573,1
1907,1907,1574,1
1908,1908,1575,1
1909,1909,1576,1
1910,1910,1577,1
1911,1911,1578,1
1912,1912,1579,1
1913,1913,1580,1
1914,1914,1581,1
1915,1915,1581,0
1916,1916,1582,1
1917,1917,1583,1
1919,1919,1584,1
1920,1920,1585,1
1921,1921,1586,1
1922,1922,1586,0
1923,1923,1587,1
1924,1924,1588,1
1925,1925,1589,1
1926,1926,1589,0
1927,1927,1590,1
1928,1928,1590,0
1929,1929,1591,1
1930,1930,1592,1
1931,1931,1593,1
1932,1932,1594,1
1934,1934,1596,1
1935,1935,1597,1
1936,1936,1598,1
1937,1937,1598,0
1938,1938,1599,1
1939,1939,1600,1
1940,1940,1600,0
1941,1941,1601,1
1942,1942,1601,0
1943,1943,1602,1
1944,1944,1603,1
1945,1945,1604,1
1946,1946,1605,1
1947,1947,1606,1
1948,1948,1607,1
1949,1949,1607,0
1950,1950,1608,1
1951,1951,1609,1
1952,1952,1610,1
1953,1953,1610,0
1954,1954,1611,1
1955,1955,1612,1
1956,1956,1613,1
1957,1957,1614,1
1958,1958,1614,0
1959,1959,1615,1
1960,1960,1616,1
1961,1961,1617,1
1962,1962,1618,1
1963,1963,1619,1
1964,1964,1620,1
1965,1965,1621,1
1966,1966,1622,1
1967,1967,1623,1
1968,1968,1623,0
1969,1969,1624,1
1970,1970,1625,1
1971,1971,1626,1
1972,1972,1627,1
1973,1973,1628,1
1974,1974,1629,1
1975,1975,1629,0
1976,1976,1630,1
1977,1977,1631,1
1978,1978,1632,1
1979,1979,1633,1
1980,1980,1634,1
1981,1981,1635,1
1982,1982,1636,1
1983,1983,1636,0
1984,1984,1637,1
1985,1985,1638,1
1986,1986,1638,0
1988,1988,1640,1
1989,1989,1641,1
1990,1990,1641,0
1991,1991,1642,1
1993,1993,1644,1
1994,1994,1644,0
1995,1995,1645,1
1996,1996,1646,1
1997,1997,1647,1
1998,1998,1648,1
1999,1999,1649,1
2000,2000,1650,1
2001,2001,1651,1
2002,2002,1652,1
2003,2003,1652,0
2004,2004,1653,1
2005,2005,1654,1
2006,2006,1655,1
2007,2007,1655,0
2008,2008,1656,1
2009,2009,1657,1
2010,2010,1658,1
2011,2011,1659,1
2012,2012,1659,0
2013,2013,1660,1
2015,2015,1662,1
2016,2016,1663,1
2017,2017,1663,0
2018,2018,1664,1
2019,2019,1665,1
2020,2020,1665,0
2021,2021,1666,1
2022,2022,1667,1
2023,2023,1667,0
2024,2024,1668,1
2025,2025,1669,1
2026,2026,1669,0
2027,2027,1670,1
2028,2028,1670,0
2029,2029,1671,1
2030,2030,1672,1
2031,2031,1673,1
2032,2032,1674,1
2033,2033,1674,0
2034,2034,1675,1
2035,2035,1675,0
2037,2037,1677,1
2038,2038,1678,1
2039,2039,1679,1
2040,2040,1680,1
2041,2041,1681,1
2042,2042,1682,1
2043,2043,1683,1
2044,2044,1684,1
2045,2045,1685,1
2046,2046,1685,0
2047,2047,1686,1
2048,2048,1687,1
2049,2049,1688,1
2050,2050,1688,0
2051,2051,1689,1
2052,2052,1689,0
2053,2053,1690,1
2054,2054,1691,1
2055,2055,1692,1
2056,2056,1693,1
2057,2057,1694,1
2058,2058,1695,1
2059,2059,1696,1
2060,2060,1696,0
2061,2061,1697,1
2062,2062,1697,0
2063,2063,1698,1
2064,2064,1699,1
2065,2065,1700,1
2066,2066,1701,1
2067,2067,1702,1
2068,2068,1703,1
2069,2069,1704,1
2070,2070,1705,1
2071,2071,1706,1
2072,2072,1707,1
2073,2073,1708,1
2074,2074,1709,1
2075,2075,1710,1
2076,2076,1711,1
2077,2077,1712,1
2078,2078,1713,1
2079,2079,1714,1
2080,2080,1715,1
2081,2081,1716,1
2082,2082,1717,1
2083,2083,1718,1
2084,2084,1719,1
2085,2085,1719,0
2086,2086,1720,1
2087,2087,1721,1
2088,2088,1722,1
2089,2089,1723,1
2090,2090,1723,0
2091,2091,1724,1
2092,2092,1725,1
2093,2093,1726,1
2094,2094,1726,0
2095,2095,1727,1
2096,2096,1728,1
2097,2097,1729,1
2098,2098,1729,0
2099,2099,1730,1
2100,2100,1731,1
2101,2101,1731,0
2102,2102,1732,1
2103,2103,1733,1
2104,2104,1734,1
2105,2105,1735,1
2106,2106,1736,1
2107,2107,1736,0
2108,2108,1737,1
2109,2109,1738,1
2110,2110,1739,1
2111,2111,1740,1
2112,2112,1741,1
2113,2113,1742,1
2114,2114,1743,1
2115,2115,1743,0
2116,2116,1744,1
2117,2117,1745,1
2118,2118,1746,1
2119,2119,1747,1
2121,2121,1749,1
2122,2122,1750,1
2123,2123,1751,1
2124,2124,1752,1
2125,2125,1753,1
2126,2126,1754,1
2128,2128,1756,1
2129,2129,1757,1
2130,2130,1758,1
2131,2131,1759,1
2132,2132,1759,0
2133,2133,1760,1
2134,2134,1760,0
2135,2135,1761,1
2136,2136,1762,1
2137,2137,1763,1
2138,2138,1764,1
2139,2139,1765,1
2140,2140,1765,0
2141,2141,1766,1
2142,2142,1767,1
2143,2143,1767,0
2144,2144,1768,1
2145,2145,1769,1
2146,2146,1770,1
2147,2147,1771,1
2148,2148,1772,1
2149,2149,1773,1
2150,2150,1774,1
2151,2151,1774,0
2152,2152,1775,1
2153,2153,1776,1
2154,2154,1777,1
2155,2155,1778,1
2156,2156,1779,1
2157,2157,1780,1
2158,2158,1781,1
2159,2159,1782,1
2160,2160,1783,1
2161,2161,1784,1
2162,2162,1784,0
2163,2163,1785,1
2164,2164,1786,1
2165,2165,1786,0
2166,2166,1787,1
2167,2167,1788,1
2168,2168,1789,1
2169,2169,1789,0
2170,2170,1790,1
2171,2171,1791,1
2172,2172,1792,1
2173,2173,1793,1
2174,2174,1794,1
2175,2175,1795,1
2176,2176,1796,1
2177,2177,1797,1
2178,2178,1798,1
2179,2179,1799,1
2180,2180,1800,1
2181,2181,1801,1
2182,2182,1802,1
2183,2183,1802,0
2184,2184,1803,1
2185,2185,1804,1
2186,2186,1805,1
2187,2187,1806,1
2188,2188,1806,0
2189,2189,1807,1
2190,2190,1808,1
2191,2191,1808,0
2192,2192,1809,1
2193,2193,1809,0
2194,2194,1810,1
2195,2195,1811,1
2196,2196,1812,1
2197,2197,1813,1
2198,2198,1814,1
2199,2199,1814,0
2200,2200,1815,1
2201,2201,1816,1
2202,2202,1816,0
2203,2203,1817,1
2204,2204,1818,1
2205,2205,1819,1
2206,2206,1820,1
2207,2207,1821,1
2208,2208,1821,0
2209,2209,1822,1
2210,2210,1822,0
2211,2211,1823,1
2212,2212,1824,1
2213,2213,1825,1
2214,2214,1826,1
2215,2215,1827,1
2216,2216,1828,1
2217,2217,1828,0
2218,2218,1829,1
2219,2219,1829,0
2220,2220,1830,1
2221,2221,1830,0
2222,2222,1831,1
2223,2223,1832,1
2224,2224,1833,1
2225,2225,1834,1
2226,2226,1835,1
2227,2227,1836,1
2228,2228,1837,1
2229,2229,1838,1
2230,2230,1839,1
2231,2231,1840,1
2232,2232,1841,1
2233,2233,1841,0
2235,2235,1843,1
2236,2236,1844,1
2237,2237,1845,1
2238,2238,1845,0
2239,2239,1846,1
2240,2240,1847,1
2241,2241,1847,0
2242,2242,1848,1
2243,2243,1848,0
2246,2246,1851,1
2247,2247,1852,1
2248,2248,1853,1
2249,2249,1854,1
2250,2250,1855,1
2251,2251,1856,1
2252,2252,1857,1
2253,2253,1857,0
2254,2254,1858,1
2255,2255,1859,1
2256,2256,1860,1
2257,2257,1861,1
2258,2258,1861,0
2259,2259,1862,1
2260,2260,1863,1
2261,2261,1863,0
2263,2263,1865,1
2264,2264,1866,1
2265,2265,1867,1
2266,2266,1868,1
2267,2267,1869,1
2268,2268,1870,1
2269,2269,1871,1
2270,2270,1872,1
2271,2271,1872,0
2274,2274,1874,1
2275,2275,1874,0
2276,2276,1875,1
2277,2277,1876,1
2278,2278,1877,1
2279,2279,1878,1
2280,2280,1879,1
2281,2281,1880,1
2282,2282,1881,1
2283,2283,1882,1
2286,2286,1884,1
2287,2287,1885,1
2288,2288,1886,1
2289,2289,1886,0
2290,2290,1887,1
2291,2291,1888,1
2292,2292,1889,1
2293,2293,1890,1
2294,2294,1891,1
2295,2295,1892,1
2296,2296,1892,0
2297,2297,1893,1
2298,2298,1893,0
2299,2299,1894,1
2300,2300,1895,1
2301,2301,1895,0
2302,2302,1896,1
2303,2303,1897,1
2304,2304,1897,0
2305,2305,1898,1
2306,2306,1898,0
2307,2307,1899,1
2308,2308,1900,1
2309,2309,1901,1
2310,2310,1902,1
2311,2311,1902,0
2312,2312,1903,1
2313,2313,1904,1
2314,2314,1905,1
2315,2315,1905,0
2316,2316,1906,1
2317,2317,1907,1
2318,2318,1908,1
2319,2319,1909,1
2320,2320,1910,1
2321,2321,1911,1
2322,2322,1912,1
2323,2323,1913,1
2324,2324,1914,1
2325,2325,1915,1
2326,2326,1916,1
2327,2327,1917,1
2328,2328,1918,1
2329,2329,1919,1
2330,2330,1920,1
2331,2331,1921,1
2332,2332,1922,1
2333,2333,1922,0
2335,2335,1924,1
2336,2336,1925,1
2337,2337,1925,0
2338,2338,1926,1
2339,2339,1926,0
2340,2340,1927,1
2341,2341,1927,0
2342,2342,1928,1
2343,2343,1929,1
2344,2344,1930,1
2345,2345,1931,1
2346,2346,1931,0
2347,2347,1932,1
2348,2348,1933,1
2349,2349,1934,1
2350,2350,1934,0
2351,2351,1935,1
2352,2352,1936,1
2353,2353,1937,1
2354,2354,1938,1
2355,2355,1939,1
2356,2356,1940,1
2357,2357,1940,0
2358,2358,1941,1
2359,2359,1941,0
2361,2361,1943,1
2362,2362,1943,0
2363,2363,1944,1
2364,2364,1945,1
2365,2365,1946,1
2366,2366,1947,1
2367,2367,1947,0
2368,2368,1948,1
2369,2369,1948,0
2370,2370,1949,1
2371,2371,1950,1
2372,2372,1951,1
2373,2373,1952,1
2374,2374,1953,1
2375,2375,1954,1
2376,2376,1954,0
2377,2377,1955,1
2378,2378,1956,1
2379,2379,1957,1
2380,2380,1958,1
2381,2381,1958,0
2382,2382,1959,1
2383,2383,1960,1
2384,2384,1960,0
2385,2385,1961,1
2386,2386,1961,0
2387,2387,1962,1
2388,2388,1963,1
2389,2389,1964,1
2390,2390,1965,1
2391,2391,1966,1
2392,2392,1967,1
2393,2393,1968,1
2394,2394,1969,1
2395,2395,1970,1
2396,2396,1971,1
2397,2397,1972,1
2398,2398,1973,1
2399,2399,1974,1
2400,2400,1975,1
2401,2401,1976,1
2402,2402,1977,1
2403,2403,1978,1
2404,2404,1979,1
2405,2405,1979,0
2406,2406,1980,1
2407,2407,1981,1
2408,2408,1982,1
2409,2409,1983,1
2410,2410,1984,1
2411,2411,1984,0
2412,2412,1985,1
2413,2413,1986,1
2414,2414,1987,1
2415,2415,1987,0
2416,2416,1988,1
2417,2417,1989,1
2418,2418,1990,1
2419,2419,1991,1
2420,2420,1992,1
2421,2421,1992,0
2422,2422,1993,1
2423,2423,1994,1
2424,2424,1995,1
2425,2425,1996,1
2426,2426,1997,1
2427,2427,1997,0
2428,2428,1998,1
2429,2429,1999,1
2430,2430,2000,1
2431,2431,2001,1
2432,2432,2002,1
2433,2433,2003,1
2434,2434,2004,1
2435,2435,2005,1
2436,2436,2006,1
2437,2437,2007,1
2438,2438,2008,1
2439,2439,2008,0
2440,2440,2009,1
2441,2441,2010,1
2442,2442,2010,0
2443,2443,2011,1
2444,2444,2012,1
2445,2445,2013,1
2447,2447,2015,1
2448,2448,2015,0
2449,2449,2016,1
2450,2450,2017,1
2451,2451,2018,1
2452,2452,2019,1
2453,2453,2020,1
2454,2454,2021,1
2455,2455,2022,1
2456,2456,2022,0
2457,2457,2023,1
2458,2458,2023,0
2459,2459,2024,1
2460,2460,2025,1
2461,2461,2026,1
2462,2462,2027,1
2463,2463,2028,1
2464,2464,2029,1
2465,2465,2030,1
2467,2467,2032,1
2468,2468,2033,1
2469,2469,2034,1
2470,2470,2035,1
2471,2471,2035,0
2472,2472,2036,1
2473,2473,2037,1
2474,2474,2038,1
2475,2475,2039,1
2476,2476,2040,1
2477,2477,2040,0
2478,2478,2041,1
2479,2479,2042,1
2480,2480,2043,1
2481,2481,2044,1
2482,2482,2045,1
2483,2483,2045,0
2484,2484,2046,1
2485,2485,2047,1
2486,2486,2048,1
2487,2487,2049,1
2488,2488,2050,1
2489,2489,2051,1
2490,2490,2052,1
2491,2491,2053,1
2492,2492,2053,0
2493,2493,2054,1
2494,2494,2055,1
2495,2495,2056,1
2496,2496,2057,1
2497,2497,2058,1
2498,2498,2059,1
2499,2499,2060,1
2500,2500,2061,1
2501,2501,2062,1
2502,2502,2063,1
2503,2503,2064,1
2504,2504,2065,1
2505,2505,2066,1
2506,2506,2067,1
2507,2507,2068,1
2508,2508,2069,1
2509,2509,2069,0
2510,2510,2070,1
2511,2511,2071,1
2512,2512,2071,0
2513,2513,2072,1
2514,2514,2073,1
2515,2515,2074,1
2516,2516,2075,1
2517,2517,2076,1
2518,2518,2076,0
2519,2519,2077,1
2520,2520,2078,1
2521,2521,2079,1
2522,2522,2080,1
2523,2523,2080,0
2524,2524,2081,1
2525,2525,2082,1
2526,2526,2083,1
2527,2527,2084,1
2528,2528,2085,1
2529,2529,2086,1
2530,2530,2087,1
2531,2531,2088,1
2532,2532,2089,1
2533,2533,2090,1
2534,2534,2091,1
2535,2535,2092,1
2536,2536,2093,1
2537,2537,2094,1
2538,2538,2095,1
2539,2539,2096,1
2540,2540,2097,1
2542,2542,2099,1
2543,2543,2099,0
2545,2545,2101,1
2546,2546,2102,1
2547,2547,2103,1
2548,2548,2104,1
2549,2549,2105,1
2550,2550,2106,1
2551,2551,2107,1
2552,2552,2108,1
2553,2553,2109,1
2554,2554,2110,1
2555,2555,2111,1
2556,2556,2112,1
2557,2557,2113,1
2558,2558,2114,1
2559,2559,2115,1
2560,2560,2116,1
2561,2561,2117,1
2562,2562,2118,1
2563,2563,2119,1
2565,2565,2121,1
2566,2566,2122,1
2567,2567,2123,1
2568,2568,2123,0
2569,2569,2124,1
2570,2570,2124,0
2571,2571,2125,1
2572,2572,2126,1
2573,2573,2127,1
2574,2574,2128,1
2576,2576,2130,1
2577,2577,2131,1
2578,2578,2132,1
2579,2579,2133,1
2580,2580,2133,0
2581,2581,2134,1
2582,2582,2135,1
2583,2583,2136,1
2584,2584,2137,1
2585,2585,2138,1
2586,2586,2139,1
2587,2587,2139,0
2588,2588,2140,1
2589,2589,2141,1
2590,2590,2142,1
2591,2591,2142,0
2592,2592,2143,1
2593,2593,2143,0
2594,2594,2144,1
2596,2596,2146,1
2597,2597,2147,1
2598,2598,2147,0
2599,2599,2148,1
2600,2600,2149,1
2601,2601,2150,1
2602,2602,2150,0
2603,2603,2151,1
2604,2604,2152,1
2605,2605,2152,0
2606,2606,2153,1
2607,2607,2154,1
2608,2608,2155,1
2609,2609,2156,1
2610,2610,2156,0
2611,2611,2157,1
2612,2612,2158,1
2613,2613,2159,1
2614,2614,2160,1
2615,2615,2161,1
2616,2616,2162,1
2617,2617,2162,0
2618,2618,2163,1
2619,2619,2164,1
2620,2620,2164,0
2621,2621,2165,1
2622,2622,2166,1
2623,2623,2167,1
2625,2625,2169,1
2626,2626,2170,1
2628,2628,2172,1
2629,2629,2172,0
2630,2630,2173,1
2631,2631,2174,1
2632,2632,2174,0
2633,2633,2175,1
2635,2635,2176,1
2636,2636,2177,1
2637,2637,2178,1
2638,2638,2179,1
2639,2639,2180,1
2640,2640,2180,0
2642,2642,2182,1
2643,2643,2183,1
2644,2644,2184,1
2645,2645,2185,1
2646,2646,2186,1
2647,2647,2187,1
2648,2648,2187,0
2650,2650,2189,1
2651,2651,2189,0
2652,2652,2190,1
2653,2653,2191,1
2654,2654,2192,1
2655,2655,2193,1
2656,2656,2194,1
2657,2657,2195,1
2658,2658,2196,1
2659,2659,2197,1
2661,2661,2199,1
2662,2662,2200,1
2663,2663,2201,1
2666,2666,2203,1
2667,2667,2204,1
2668,2668,2204,0
2669,2669,2205,1
2670,2670,2206,1
2671,2671,2207,1
2672,2672,2208,1
2673,2673,2209,1
2674,2674,2209,0
2675,2675,2210,1
2676,2676,2211,1
2677,2677,2212,1
2678,2678,2212,0
2679,2679,2213,1
2680,2680,2213,0
2681,2681,2214,1
2682,2682,2214,0
2683,2683,2215,1
2684,2684,2216,1
2685,2685,2217,1
2686,2686,2218,1
2687,2687,2218,0
2688,2688,2219,1
2689,2689,2220,1
2690,2690,2221,1
2691,2691,2222,1
2692,2692,2223,1
2693,2693,2224,1
2694,2694,2225,1
2695,2695,2225,0
2696,2696,2226,1
2697,2697,2226,0
2698,2698,2227,1
2699,2699,2227,0
2700,2700,2228,1
2701,2701,2229,1
2702,2702,2230,1
2703,2703,2231,1
2704,2704,2232,1
2705,2705,2233,1
2706,2706,2234,1
2707,2707,2235,1
2708,2708,2236,1
2709,2709,2237,1
2712,2712,2239,1
2713,2713,2240,1
2714,2714,2241,1
2715,2715,2242,1
2716,2716,2243,1
2717,2717,2244,1
2718,2718,2244,0
2719,2719,2245,1
2720,2720,2246,1
2721,2721,2247,1
2724,2724,2250,1
2726,2726,2252,1
2727,2727,2252,0
2728,2728,2253,1
2729,2729,2254,1
2730,2730,2255,1
2731,2731,2256,1
2732,2732,2257,1
2733,2733,2258,1
2734,2734,2258,0
2735,2735,2259,1
2736,2736,2260,1
2738,2738,2261,1
2739,2739,2262,1
2740,2740,2263,1
2741,2741,2264,1
2742,2742,2265,1
2743,2743,2266,1
2744,2744,2266,0
2745,2745,2267,1
2746,2746,2268,1
2747,2747,2269,1
2748,2748,2269,0
2749,2749,2270,1
2750,2750,2270,0
2751,2751,2271,1
2752,2752,2272,1
2754,2754,2274,1
2755,2755,2275,1
2756,2756,2276,1
2758,2758,2278,1
2759,2759,2279,1
2760,2760,2280,1
2761,2761,2281,1
2762,2762,2282,1
2765,2765,2285,1
2766,2766,2286,1
2767,2767,2286,0
2768,2768,2287,1
2769,2769,2288,1
2770,2770,2289,1
2771,2771,2290,1
2772,2772,2290,0
2773,2773,2291,1
2774,2774,2291,0
2775,2775,2292,1
2776,2776,2293,1
2777,2777,2294,1
2778,2778,2295,1
2779,2779,2296,1
2780,2780,2296,0
2781,2781,2297,1
2782,2782,2298,1
2783,2783,2299,1
2784,2784,2300,1
2785,2785,2301,1
2786,2786,2302,1
2787,2787,2303,1
2788,2788,2304,1
2789,2789,2305,1
2790,2790,2306,1
2791,2791,2307,1
2794,2794,2309,1
2795,2795,2309,0
2796,2796,2310,1
2797,2797,2311,1
2798,2798,2312,1
2799,2799,2313,1
2800,2800,2314,1
2801,2801,2315,1
2802,2802,2316,1
2803,2803,2317,1
2804,2804,2317,0
2805,2805,2318,1
2806,2806,2319,1
2808,2808,2321,1
2809,2809,2322,1
2810,2810,2323,1
2811,2811,2324,1
2812,2812,2325,1
2813,2813,2326,1
2814,2814,2327,1
2815,2815,2328,1
2816,2816,2328,0
2817,2817,2329,1
2818,2818,2330,1
2819,2819,2331,1
2820,2820,2332,1
2821,2821,2333,1
2822,2822,2334,1
2823,2823,2335,1
2824,2824,2336,1
2825,2825,2337,1
2826,2826,2338,1
2827,2827,2339,1
2828,2828,2340,1
2829,2829,2341,1
2830,2830,2342,1
2831,2831,2343,1
2832,2832,2344,1
2833,2833,2344,0
2834,2834,2345,1
2835,2835,2346,1
2836,2836,2347,1
2837,2837,2347,0
2838,2838,2348,1
2839,2839,2349,1
2840,2840,2349,0
2841,2841,2350,1
2842,2842,2351,1
2843,2843,2352,1
2844,2844,2353,1
2845,2845,2354,1
2846,2846,2355,1
2847,2847,2356,1
2848,2848,2356,0
2849,2849,2357,1
2850,2850,2358,1
2851,2851,2359,1
2852,2852,2360,1
2853,2853,2361,1
2854,2854,2362,1
2855,2855,2362,0
2856,2856,2363,1
2857,2857,2364,1
2858,2858,2365,1
2859,2859,2366,1
2860,2860,2367,1
2862,2862,2369,1
2863,2863,2369,0
2864,2864,2370,1
2865,2865,2371,1
2866,2866,2371,0
2867,2867,2372,1
2868,2868,2373,1
2869,2869,2374,1
2870,2870,2375,1
2871,2871,2376,1
2872,2872,2377,1
2873,2873,2378,1
2874,2874,2379,1
2875,2875,2380,1
2876,2876,2381,1
2877,2877,2382,1
2878,2878,2383,1
2879,2879,2384,1
2880,2880,2385,1
2881,2881,2386,1
2882,2882,2387,1
2883,2883,2388,1
2884,2884,2389,1
2885,2885,2390,1
2886,2886,2390,0
2887,2887,2391,1
2888,2888,2392,1
2889,2889,2393,1
2890,2890,2394,1
2891,2891,2394,0
2892,2892,2395,1
2893,2893,2396,1
2894,2894,2397,1
2895,2895,2398,1
2896,2896,2399,1
2897,2897,2400,1
2898,2898,2400,0
2899,2899,2401,1
2900,2900,2402,1
2901,2901,2403,1
2902,2902,2404,1
2903,2903,2404,0
2904,2904,2405,1
2905,2905,2405,0
2906,2906,2406,1
2907,2907,2406,0
2908,2908,2407,1
2909,2909,2408,1
2910,2910,2409,1
2911,2911,2410,1
2912,2912,2410,0
2913,2913,2411,1
2915,2915,2413,1
2916,2916,2414,1
2917,2917,2415,1
2918,2918,2416,1
2919,2919,2416,0
2920,2920,2417,1
2921,2921,2418,1
2922,2922,2419,1
2923,2923,2420,1
2924,2924,2421,1
2925,2925,2421,0
2926,2926,2422,1
2927,2927,2422,0
2928,2928,2423,1
2929,2929,2424,1
2930,2930,2425,1
2932,2932,2427,1
2933,2933,2428,1
2934,2934,2428,0
2935,2935,2429,1
2936,2936,2430,1
2937,2937,2431,1
2938,2938,2432,1
2939,2939,2433,1
2940,2940,2434,1
2941,2941,2435,1
2942,2942,2436,1
2943,2943,2437,1
2944,2944,2438,1
2945,2945,2439,1
2946,2946,2439,0
2947,2947,2440,1
2948,2948,2441,1
2949,2949,2442,1
2950,2950,2443,1
2951,2951,2444,1
2952,2952,2445,1
2953,2953,2446,1
2954,2954,2447,1
2955,2955,2447,0
2956,2956,2448,1
2957,2957,2449,1
2958,2958,2450,1
2959,2959,2451,1
2960,2960,2452,1
2961,2961,2452,0
2962,2962,2453,1
2963,2963,2453,0
2964,2964,2454,1
2965,2965,2455,1
2966,2966,2456,1
2967,2967,2457,1
2968,2968,2458,1
2969,2969,2459,1
2970,2970,2459,0
2971,2971,2460,1
2972,2972,2461,1
2974,2974,2463,1
